Plate_well,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,Sort_id,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
6_A1,AML3,AML_151044_Plate6_A1_A01_001.fcs,25863,9405,9274,8361,1497,17.9,401,4.8,167488,47040,46,0.55,140,1.49,1.51,3120,3518,204416,82432,120,1.28,1.29,3138,3863,204416,82880,1145,161792,38912,147008,49728,893,10939,170048,46272,TRUE,6_A1,77578,91194,15391,167,61,1182,-16,742,-38,3,22,313,1124,550,HSC
6_A2,AML3,AML_151044_Plate6_A2_A02_002.fcs,695,252,249,232,35,15.1,7,3.02,156800,43008,1,0.43,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,41,165440,42496,175040,104128,931,9519,172736,53184,TRUE,6_A2,76064,88779,15116,159,3,1214,-20,1795,-105,30,-8,404,1864,775,HSC
6_A3,AML3,AML_151044_Plate6_A3_A03_003.fcs,79757,74641,74539,47488,25,0.053,1,0.00211,251520,203776,20878,44,12594,16.9,16.9,2123,2788,171136,57664,12594,16.9,16.9,2123,2788,171136,57664,5,176832,55104,169856,43328,2314,4986,188544,76800,TRUE,6_A3,67193,84417,13842,187,33,1738,71,1946,-103,1,-14,424,1690,1002,HSC
6_A5,AML3,AML_151044_Plate6_A5_A05_004.fcs,18268,18225,18202,14557,8182,56.2,2246,15.4,170048,41536,1424,9.78,2863,15.7,15.7,4711,5652,187968,76416,2816,15.5,15.5,4751,5725,188224,76736,0,170304,35328,175232,36352,779,10549,170560,36736,TRUE,6_A5,73203,87006,12141,43,24,973,-8,369,74,24,-11,350,1624,1389,HSC
6_A6,AML3,AML_151044_Plate6_A6_A06_005.fcs,10759,7038,6933,4990,2420,48.5,178,3.57,211328,57152,323,6.47,1247,17.7,18,5404,6836,201600,90240,1242,17.6,17.9,5404,6881,201536,90240,263,178368,37888,167872,37888,690,9598,180672,39360,TRUE,6_A6,66987,85236,17565,132,13,1305,48,749,-103,17,8,400,1356,1585,HSC
6_A8,AML3,AML_151044_Plate6_A8_A08_006.fcs,9372,7608,7538,5868,2185,37.2,1686,28.7,151616,40640,154,2.62,977,12.8,13,3253,3518,177152,68736,856,11.3,11.4,3332,3886,177920,70528,76,149120,31616,138176,33600,1067,13358,150528,35904,TRUE,6_A8,102588,103145,31706,302,7,2051,591,1963,102,17,-49,451,2910,2032,HSC
6_A10,AML3,AML_151044_Plate6_A10_A10_007.fcs,80002,76950,76723,55767,26,0.047,2,0.00359,175168,62208,18432,33.1,7629,9.91,9.94,1828,3101,171520,57344,7628,9.91,9.94,1828,3101,171520,57344,2,174016,56256,170432,42368,2056,4947,97472,58944,TRUE,6_A10,60640,81049,11244,159,28,845,10,714,-20,46,-83,210,1766,2492,HSC
6_A11,AML3,AML_151044_Plate6_A11_A11_008.fcs,60,57,57,39,0,0,1,2.56,174208,50752,13,33.3,9,15.8,15.8,1585,2644,176896,57088,9,15.8,15.8,1585,2644,176896,57088,0,NA,NA,162176,43200,1183,8319,174208,50752,TRUE,6_A11,80603,90782,21405,109,-2,1465,102,629,18,16,-79,399,1852,2695,HSC
6_B3,AML3,AML_151044_Plate6_B3_B03_010.fcs,5657,5596,5497,1571,178,11.3,94,5.98,211392,52864,641,40.8,3370,60.2,61.3,7205,4614,261888,113152,3365,60.1,61.2,7205,4623,261888,113152,0,172096,35776,173824,42496,1106,5462,189824,45952,TRUE,6_B3,76645,87153,14569,271,4,1130,-59,1712,-58,13,0,282,1797,5080,HSC
6_B4,AML3,AML_151044_Plate6_B4_B04_011.fcs,84556,82621,82498,45359,136,0.3,8,0.018,216768,64640,32695,72.1,21578,26.1,26.2,2283,2777,163328,54400,21573,26.1,26.1,2283,2777,163328,54400,0,118912,52992,166272,41216,1677,3530,176640,63872,TRUE,6_B4,50203,81654,15366,246,28,1814,129,983,8,10,-99,321,1835,4874,HSC
6_B5,AML3,AML_151044_Plate6_B5_B05_012.fcs,6667,6636,6593,4477,4,0.089,3,0.067,59072,40960,194,4.33,1746,26.3,26.5,6516,8854,254592,103232,1745,26.3,26.5,6516,8933,254592,103232,0,48704,38144,154752,38656,1910,3318,189824,65728,TRUE,6_B5,91698,95553,19148,14,4,1267,650,665,-40,26,-49,298,2024,4661,HSC
6_B6,AML3,AML_151044_Plate6_B6_B06_013.fcs,31541,31205,31126,19207,6,0.031,0,0,NA,NA,6256,32.6,6865,22,22.1,2279,3975,180608,62144,6863,22,22,2275,3975,180608,62144,0,161216,38528,171904,38656,2755,6333,89600,57088,TRUE,6_B6,59016,81550,13790,190,71,2118,10,2611,-49,39,-188,804,3541,4440,HSC
6_B7,AML3,AML_151044_Plate6_B7_B07_014.fcs,4351,4343,4319,3228,0,0,1,0.031,57600,32000,335,10.4,821,18.9,19,2604,5616,193792,73408,821,18.9,19,2604,5616,193792,73408,0,NA,NA,170368,38080,2424,6863,92608,58432,TRUE,6_B7,73057,86467,14047,173,39,1579,128,1240,3,17,-184,1125,4105,4237,HSC
6_B8,AML3,AML_151044_Plate6_B8_B08_015.fcs,889,884,880,704,199,28.3,36,5.11,211008,64064,10,1.42,76,8.6,8.64,3016,5462,192064,75520,76,8.6,8.64,3016,5462,192064,75520,0,172480,35712,165120,42240,842,12447,180544,42688,TRUE,6_B8,78903,89034,19201,88,28,1248,5,1084,-28,42,26,346,1884,4046,HSC
6_B9,AML3,AML_151044_Plate6_B9_B09_016.fcs,38742,37887,37812,26228,5,0.019,0,0,NA,NA,4365,16.6,6029,15.9,15.9,2080,4246,184768,63872,6028,15.9,15.9,2080,4246,184768,63872,1,177984,48576,169728,36736,2438,6118,87744,54912,TRUE,6_B9,73793,88055,14115,186,10,1690,33,427,-65,42,15,477,2201,3837,HSC
6_B10,AML3,AML_151044_Plate6_B10_B10_017.fcs,5775,1700,1624,1614,0,0,4,0.25,262080,223616,2,0.12,1,0.059,0.062,1957,1738,136256,35520,1,0.059,0.062,1957,1738,136256,35520,267,NA,NA,132544,20480,1642,8319,262080,223616,TRUE,6_B10,82420,90759,18187,-37,37,1392,447,1383,46,17,3,414,2573,3607,HSC
6_B12,AML3,AML_151044_Plate6_B12_B12_018.fcs,32883,32595,32321,23386,3112,13.3,422,1.8,227584,58048,9315,39.8,6289,19.3,19.5,3227,6806,167168,66304,6288,19.3,19.5,3227,6806,167168,66304,0,185152,38848,184384,42688,833,4999,191168,41984,TRUE,6_B12,69485,84982,9032,63,26,912,-15,717,-52,19,6,325,1744,3136,HSC
6_C1,AML3,AML_151044_Plate6_C1_C01_019.fcs,24835,24634,24562,11484,5154,44.9,887,7.72,210688,63744,819,7.13,6131,24.9,25,6747,3723,248384,135872,6052,24.6,24.6,6733,3769,247616,134848,0,178688,43456,188160,77312,803,19382,185408,49664,TRUE,6_C1,77136,89912,14111,1,14,1528,116,892,-66,-5,-104,671,2095,5744,HSC
6_C3,AML3,AML_151044_Plate6_C3_C03_020.fcs,19410,7484,7370,6277,11,0.18,5,0.08,227008,88768,36,0.57,54,0.72,0.73,5497,1994,262080,214592,49,0.65,0.66,5007,2156,262080,202560,1390,174720,42048,165824,52416,2697,5682,231936,125184,TRUE,6_C3,77608,86972,13746,17,15,1012,20,591,-60,12,46,314,1753,6200,HSC
6_C4,AML3,AML_151044_Plate6_C4_C04_021.fcs,16318,16128,15997,7312,13,0.18,0,0,NA,NA,1428,19.5,6088,37.7,38.1,2629,3189,201408,72384,6083,37.7,38,2629,3189,201408,72384,2,176768,50816,168832,39488,2686,6881,86336,54848,TRUE,6_C4,71175,85771,13280,44,-7,1184,-34,1336,-90,21,-47,368,2714,6446,HSC
6_C6,AML3,AML_151044_Plate6_C6_C06_022.fcs,53,46,42,34,0,0,0,0,NA,NA,1,2.94,5,10.9,11.9,3649,2832,210624,105536,5,10.9,11.9,3649,2832,210624,105536,0,NA,NA,201600,31424,NA,NA,NA,NA,TRUE,6_C6,70434,85803,13251,144,16,1198,41,643,-71,28,-29,380,1633,6842,HSC
6_C7,AML3,AML_151044_Plate6_C7_C07_023.fcs,19238,19181,19115,8663,552,6.37,319,3.68,218112,57920,6102,70.4,7437,38.8,38.9,5147,3246,231232,102080,7425,38.7,38.8,5147,3246,231168,102080,0,182912,40000,181184,45120,1119,6610,199680,49920,TRUE,6_C7,71105,86921,17060,62,40,1603,28,503,-55,40,-50,398,2090,7032,HSC
6_C9,AML3,AML_151044_Plate6_C9_C09_024.fcs,3986,3969,3954,3276,49,1.5,123,3.75,217984,73856,28,0.85,147,3.7,3.72,5812,1462,262080,178752,97,2.44,2.45,4781,1570,262080,150208,0,143168,44288,135360,36736,2761,6974,238848,104256,TRUE,6_C9,77651,89468,16397,76,14,1085,21,919,98,43,-24,303,1572,7486,HSC
6_C11,AML3,AML_151044_Plate6_C11_C11_025.fcs,9721,9677,9493,3099,55,1.77,47,1.52,208704,54976,2290,73.9,5129,53,54,5533,4024,236928,107264,5127,53,54,5521,4032,236864,107200,0,174528,40512,176512,45248,1363,5293,196160,52288,TRUE,6_C11,63767,81723,12307,254,32,1129,44,2712,8,27,-43,223,1696,7901,HSC
6_C12,AML3,AML_151044_Plate6_C12_C12_026.fcs,11206,10730,10546,4091,55,1.34,7,0.17,218496,106432,1938,47.4,3698,34.5,35.1,2634,4211,190976,78720,3678,34.3,34.9,2629,4237,190656,78592,3,164928,52480,151040,61760,1249,4230,131648,54592,TRUE,6_C12,70424,85866,11535,186,19,998,-13,1330,-14,32,-2,390,1346,8113,HSC
6_D1,AML3,AML_151044_Plate6_D1_D01_027.fcs,1976,1970,1875,1476,0,0,0,0,NA,NA,1,0.068,222,11.3,11.8,5556,7317,216512,79680,213,10.8,11.4,4976,7921,215040,79104,0,NA,NA,151168,46080,3126,7877,90688,60480,TRUE,6_D1,72855,87460,14935,164,-20,1512,37,808,-206,24,-62,255,2573,10832,HSC
6_D2,AML3,AML_151044_Plate6_D2_D02_028.fcs,34420,33584,33433,15932,1874,11.8,92,0.58,239104,71232,7075,44.4,11266,33.5,33.7,4108,3279,227840,102080,11258,33.5,33.7,4099,3286,227776,102016,3,185920,46272,171392,43264,660,4406,190336,48512,TRUE,6_D2,70920,88520,15830,123,-10,1176,21,644,-38,-1,-30,233,1476,10640,HSC
6_D3,AML3,AML_151044_Plate6_D3_D03_029.fcs,3145,3136,3125,2440,1237,50.7,481,19.7,183040,58304,34,1.39,231,7.37,7.39,2771,4057,197888,77184,200,6.38,6.4,2771,5235,196288,77376,0,159424,41216,134144,34880,903,11667,166464,45760,TRUE,6_D3,84855,93924,14976,59,-4,1203,-54,458,2,60,35,347,1026,10438,HSC
6_D4,AML3,AML_151044_Plate6_D4_D04_030.fcs,18847,18767,18731,13059,146,1.12,14,0.11,201280,70080,9935,76.1,4305,22.9,23,3201,5180,167232,63616,4305,22.9,23,3201,5180,167232,63616,1,189312,44992,167232,38336,1152,3673,206784,64000,TRUE,6_D4,78019,87975,18955,98,29,1391,8,630,-122,10,12,334,2625,10237,HSC
6_D5,AML3,AML_151044_Plate6_D5_D05_031.fcs,4251,4247,4219,1821,38,2.09,3,0.16,206464,62720,1347,74,1677,39.5,39.7,3176,3583,173376,67584,1676,39.5,39.7,3163,3583,173312,67520,0,160896,39424,155904,40320,992,3469,164224,46208,TRUE,6_D5,69753,85965,12582,55,17,975,-12,966,-16,50,-41,286,1796,10028,HSC
6_D6,AML3,AML_151044_Plate6_D6_D06_032.fcs,19841,18357,18277,9803,64,0.65,6,0.061,89216,58816,2370,24.2,2782,15.2,15.2,2270,3332,186304,73920,2745,15,15,2253,3372,185280,73408,36,91968,57856,127680,43904,2707,6863,221184,168064,TRUE,6_D6,70949,86009,12354,-34,-2,1725,89,879,-58,-3,-9,253,1837,9792,HSC
6_D7,AML3,AML_151044_Plate6_D7_D07_033.fcs,13438,12445,12367,7613,32,0.42,5,0.066,77184,51968,2915,38.3,1985,16,16.1,2424,3132,191680,80128,1909,15.3,15.4,2364,3208,189312,78272,22,77888,49408,145792,45952,1627,3795,103488,62656,TRUE,6_D7,66945,83772,13491,156,48,1341,100,1194,-59,14,-51,357,2101,9586,HSC
6_D8,AML3,AML_151044_Plate6_D8_D08_034.fcs,17792,17533,17380,9394,437,4.65,81,0.86,225856,78080,3163,33.7,6674,38.1,38.4,4272,4490,194752,79680,6669,38,38.4,4272,4490,194752,79616,3,185088,42880,181184,43968,1397,3941,220352,80512,TRUE,6_D8,72824,86995,12839,-1,11,1288,733,1016,-3,11,-113,246,1848,9382,HSC
6_D10,AML3,AML_151044_Plate6_D10_D10_035.fcs,4853,4809,4778,2003,288,14.4,38,1.9,217088,58560,1133,56.6,1934,40.2,40.5,5664,2917,213312,86848,1933,40.2,40.5,5664,2917,213312,86848,1,183616,37376,170496,39744,864,4922,189760,40640,TRUE,6_D10,72467,86322,14434,79,-4,1425,88,999,-71,9,-11,228,1406,8911,HSC
6_D11,AML3,AML_151044_Plate6_D11_D11_036.fcs,17704,17653,17643,11105,8,0.072,0,0,NA,NA,6392,57.6,2528,14.3,14.3,1888,3400,176768,58752,2528,14.3,14.3,1888,3400,176768,58752,0,160256,37248,173120,39488,1040,3214,166656,43200,TRUE,6_D11,66611,85535,14199,95,9,937,116,2660,5,7,21,345,1825,8606,HSC
6_D12,AML3,AML_151044_Plate6_D12_D12_037.fcs,33028,32861,32764,22940,12723,55.5,6581,28.7,173440,42752,1978,8.62,7885,24,24.1,4435,4453,168704,72576,7602,23.1,23.2,4528,4623,168576,73344,0,175424,36608,167872,40192,890,15847,174656,38656,TRUE,6_D12,73743,87652,12906,70,47,1104,207,1707,-83,26,31,347,2243,8351,HSC
6_E1,AML3,AML_151044_Plate6_E1_E01_038.fcs,2776,2720,2715,1326,33,2.49,4,0.3,151232,32064,1261,95.1,12,0.44,0.44,1544,5462,247168,87424,11,0.4,0.41,1544,9074,247168,87424,0,167040,46592,183104,42304,826,3206,171072,54848,TRUE,6_E1,65708,86053,12041,63,-9,1283,-55,1534,-83,19,-116,498,1665,11037,HSC
6_E2,AML3,AML_151044_Plate6_E2_E02_039.fcs,21515,21295,21003,14628,1651,11.3,228,1.56,212672,59840,6485,44.3,4720,22.2,22.5,3886,4024,170688,71040,4714,22.1,22.4,3886,4024,170624,70976,2,177792,39808,168512,39936,866,5198,183360,44544,TRUE,6_E2,75378,87490,10944,36,38,1361,178,539,32,30,34,392,1546,11241,HSC
6_E3,AML3,AML_151044_Plate6_E3_E03_040.fcs,15959,15825,15643,8694,623,7.17,32,0.37,217152,67520,6648,76.5,5414,34.2,34.6,3808,3234,206144,83136,5412,34.2,34.6,3808,3234,206144,83136,2,180352,40256,170624,37376,774,4031,187136,43712,TRUE,6_E3,73148,86367,13967,95,37,1433,33,691,-74,24,-21,412,2243,11470,HSC
6_E5,AML3,AML_151044_Plate6_E5_E05_041.fcs,52533,51639,51590,33892,15,0.044,0,0,NA,NA,12507,36.9,6893,13.3,13.4,1953,3511,185152,65408,6892,13.3,13.4,1953,3511,185152,65408,1,187904,49088,168448,37760,2534,6070,105792,61184,TRUE,6_E5,57479,82284,11370,123,23,1332,65,784,-50,7,-9,407,2123,11932,HSC
6_E6,AML3,AML_151044_Plate6_E6_E06_042.fcs,38514,37057,37041,19834,9,0.045,0,0,NA,NA,10277,51.8,7620,20.6,20.6,1942,3525,175680,58112,7620,20.6,20.6,1942,3525,175680,58112,4,163264,38080,167744,38528,2231,5549,143936,59520,TRUE,6_E6,69718,84659,12833,60,-8,1090,23,1276,-100,20,-24,285,1620,12145,HSC
6_E7,AML3,AML_151044_Plate6_E7_E07_043.fcs,1309,840,805,633,0,0,0,0,NA,NA,12,1.9,153,18.2,19,5169,5713,184704,79104,153,18.2,19,5169,5713,184704,79104,34,NA,NA,168128,33280,1849,4497,49344,38592,TRUE,6_E7,75050,87572,19917,-10,12,1651,57,279,-10,10,-71,196,1762,12373,HSC
6_E8,AML3,AML_151044_Plate6_E8_E08_044.fcs,13496,13337,13234,10136,736,7.26,110,1.09,221312,71808,2563,25.3,2589,19.4,19.6,7142,7430,200512,103424,2583,19.4,19.5,7126,7463,200320,103296,4,180224,44288,180864,41856,1114,4406,208000,65344,TRUE,6_E8,64189,84011,11881,134,27,1288,198,1630,-12,16,-15,311,2156,12583,HSC
6_E9,AML3,AML_151044_Plate6_E9_E09_045.fcs,72,30,30,22,0,0,0,0,NA,NA,0,0,3,10,10,10248,6926,246592,262080,3,10,10,10248,6926,246592,262080,2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,6_E9,75170,88681,14815,75,18,1331,192,489,45,1,20,255,1279,12778,HSC
6_E10,AML3,AML_151044_Plate6_E10_E10_046.fcs,4182,4176,4136,3326,0,0,0,0,NA,NA,18,0.54,467,11.2,11.3,2578,6240,184512,63424,466,11.2,11.3,2568,6240,184512,63424,1,NA,NA,173632,43776,3359,8007,86976,59712,TRUE,6_E10,75070,88731,13500,42,-2,1392,127,585,-137,-5,77,198,1627,13004,HSC
6_E11,AML3,AML_151044_Plate6_E11_E11_047.fcs,3756,3751,3715,3439,2,0.058,2,0.058,43648,28864,225,6.54,138,3.68,3.71,2202,4462,174400,60224,138,3.68,3.71,2202,4462,174400,60224,0,51968,35072,162112,38912,1741,4219,79808,47488,TRUE,6_E11,68875,86509,16097,66,31,931,30,1320,-15,49,-18,351,2305,13208,HSC
6_E12,AML3,AML_151044_Plate6_E12_E12_048.fcs,22277,22258,21999,15229,6,0.039,1,0.00657,75520,48960,4073,26.7,1974,8.87,8.97,1842,3590,187520,61952,1974,8.87,8.97,1842,3590,187520,61952,0,180672,50816,175808,43264,2514,6266,82240,54336,TRUE,6_E12,52745,80946,14355,91,8,1692,1749,2106,-140,44,-163,348,2546,13414,HSC
6_F1,AML3,AML_151044_Plate6_F1_F01_049.fcs,952,951,946,890,7,0.79,0,0,NA,NA,150,16.9,5,0.53,0.53,1570,3967,234688,64192,5,0.53,0.53,1570,3967,234688,64192,0,185472,48256,169024,39232,956,2994,178816,48448,TRUE,6_F1,61516,82847,10600,110,14,1311,-49,1323,-40,43,-44,376,1484,16006,HSC
6_F2,AML3,AML_151044_Plate6_F2_F02_050.fcs,2065,2058,2028,376,1,0.27,0,0,NA,NA,129,34.3,1474,71.6,72.7,4852,5393,195136,78656,1473,71.6,72.6,4852,5393,195136,78656,0,153216,33024,152448,43136,2854,6592,87680,51520,TRUE,6_F2,74302,86265,17072,64,6,1298,-13,744,15,36,42,298,2234,15789,HSC
6_F3,AML3,AML_151044_Plate6_F3_F03_051.fcs,7420,7343,7341,3791,159,4.19,11,0.29,230208,55744,3435,90.6,2277,31,31,2963,3619,174016,63040,2276,31,31,2963,3619,173952,63040,0,187456,43200,174400,40320,769,3376,196416,45760,TRUE,6_F3,74847,87206,14543,88,32,991,146,1292,-108,37,19,353,1676,15550,HSC
6_F4,AML3,AML_151044_Plate6_F4_F04_052.fcs,22039,21757,21746,12310,3029,24.6,135,1.1,234048,64192,8366,68,6954,32,32,5050,2739,206400,83648,6943,31.9,31.9,5050,2744,206336,83648,1,186176,39744,175360,38784,677,5377,188672,40896,TRUE,6_F4,68782,86466,17020,91,26,1791,106,433,57,27,-7,413,2328,15300,HSC
6_F5,AML3,AML_151044_Plate6_F5_F05_053.fcs,14513,10486,10443,7477,4987,66.7,676,9.04,182592,47232,582,7.78,1792,17.1,17.2,5862,4211,237888,112704,1759,16.8,16.8,5938,4272,238272,113408,316,172672,36416,169536,38784,700,11569,173568,37440,TRUE,6_F5,75745,88891,16237,15,11,1452,-64,274,-162,35,-62,300,2114,15094,HSC
6_F7,AML3,AML_151044_Plate6_F7_F07_054.fcs,3963,3926,3921,3468,4,0.12,0,0,NA,NA,1373,39.6,7,0.18,0.18,2123,3273,166464,78336,7,0.18,0.18,2123,3273,166464,78336,0,178176,43584,168256,38528,1300,3053,198912,82368,TRUE,6_F7,70728,85860,17044,228,3,1272,-34,725,62,19,5,300,1376,14641,HSC
6_F8,AML3,AML_151044_Plate6_F8_F08_055.fcs,25506,25151,25029,14227,27,0.19,2,0.014,90752,57536,2686,18.9,7235,28.8,28.9,2911,3028,207104,86720,7224,28.7,28.9,2911,3028,206976,86656,0,110848,57216,172544,46400,2111,5307,187968,67392,TRUE,6_F8,63960,84326,12217,65,-3,1642,24,1172,-74,16,-29,298,1911,14434,HSC
6_F9,AML3,AML_151044_Plate6_F9_F09_056.fcs,5081,5077,5061,3556,4,0.11,0,0,NA,NA,447,12.6,764,15,15.1,2136,5451,166400,51264,763,15,15.1,2136,5451,166400,51264,0,195648,67264,167488,39040,2405,4295,87872,55296,TRUE,6_F9,68187,85338,15422,7,62,1122,-2,1873,-106,34,-22,333,1562,14238,HSC
6_F10,AML3,AML_151044_Plate6_F10_F10_057.fcs,13541,13487,13290,7787,20,0.26,3,0.039,100608,49472,300,3.85,4470,33.1,33.6,4976,6390,251392,100480,4442,32.9,33.4,4944,6460,250752,100032,1,165568,38976,174912,43200,1754,4497,163904,55232,TRUE,6_F10,75161,87053,15325,62,34,1338,372,699,-93,34,226,342,1685,14030,HSC
6_F11,AML3,AML_151044_Plate6_F11_F11_058.fcs,32609,8532,8290,8082,3,0.037,9,0.11,262080,226240,10,0.12,18,0.21,0.22,4500,1791,262080,262080,13,0.15,0.16,5039,2766,262080,262080,1067,262080,175424,123968,33856,2168,5144,232704,150016,TRUE,6_F11,79958,88897,15327,16,3,1408,-42,286,-91,19,26,294,1227,13817,HSC
6_G1,AML3,AML_151044_Plate6_G1_G01_059.fcs,2005,1971,1966,1159,885,76.4,225,19.4,172288,49472,15,1.29,142,7.2,7.22,2152,6516,174656,58432,127,6.44,6.46,2152,7349,174016,58176,0,160512,35456,150144,34496,782,11700,162688,38464,TRUE,6_G1,85757,92458,20467,71,42,1624,317,463,-101,30,-117,284,1372,16216,HSC
6_G3,AML3,AML_151044_Plate6_G3_G03_060.fcs,2248,2224,2199,149,43,28.9,2,1.34,45568,31744,61,40.9,1822,81.9,82.9,7003,7033,262080,172416,1819,81.8,82.7,7003,7033,262080,172416,0,172864,34560,152192,38208,610,5818,173440,34624,TRUE,6_G3,68221,85457,16539,76,4,1362,57,884,121,3,-20,289,1972,16706,HSC
6_G4,AML3,AML_151044_Plate6_G4_G04_061.fcs,10420,10351,10327,8499,5010,58.9,1200,14.1,216000,57472,1345,15.8,743,7.18,7.19,4049,7003,202048,85888,736,7.11,7.13,4066,7080,203200,86080,0,180736,38400,180416,38208,860,7792,187840,42432,TRUE,6_G4,75419,87796,16845,64,32,1752,-14,1630,-249,65,-30,453,2373,16977,HSC
6_G8,AML3,AML_151044_Plate6_G8_G08_063.fcs,15996,15872,15586,9741,111,1.14,64,0.66,207296,52352,1173,12,4133,26,26.5,5125,3455,232256,103296,4128,26,26.5,5114,3455,232128,103232,1,176320,37056,173568,42048,1287,5130,188096,47808,TRUE,6_G8,73050,87434,11386,-31,14,1581,571,788,-123,3,-8,331,2515,17819,HSC
6_G10,AML3,AML_151044_Plate6_G10_G10_065.fcs,6855,6833,6572,3856,32,0.83,14,0.36,215680,52800,492,12.8,2061,30.2,31.4,4091,3145,229120,91456,2049,30,31.2,4066,3163,228864,91200,0,175360,34560,177984,42368,2132,7031,149632,52672,TRUE,6_G10,79321,89818,16613,160,10,1251,56,592,-82,36,-20,381,2196,18283,HSC
6_G11,AML3,AML_151044_Plate6_G11_G11_066.fcs,653,650,570,236,0,0,4,1.69,56320,32960,0,0,315,48.5,55.3,9685,11325,262080,151552,313,48.2,54.9,9707,11325,262080,151552,0,NA,NA,NA,NA,2168,7834,60096,43776,TRUE,6_G11,61152,83086,10413,-39,15,854,203,745,-39,18,-22,199,808,18488,HSC
6_H4,AML3,AML_151044_Plate6_H4_H04_067.fcs,3826,3822,3803,3274,254,7.76,377,11.5,194368,73792,6,0.18,165,4.32,4.34,3847,1363,237888,145152,92,2.41,2.42,3126,1453,216832,112768,0,159488,36288,118208,32576,2337,8739,195008,95232,TRUE,6_H4,78425,89225,17177,193,27,1129,339,736,-2,33,-26,339,1364,20725,HSC
6_H5,AML3,AML_151044_Plate6_H5_H05_068.fcs,17794,17754,16725,10513,6548,62.3,1924,18.3,196288,50496,1035,9.84,4936,27.8,29.5,5676,3785,232448,113600,4866,27.4,29.1,5713,3886,233088,113920,0,175552,36032,167936,41856,840,15622,178816,38848,TRUE,6_H5,69253,85636,14807,211,13,1006,86,919,-36,-5,45,405,1644,20487,HSC
6_H6,AML3,AML_151044_Plate6_H6_H06_069.fcs,37615,21555,21427,13183,4109,31.2,758,5.75,200128,62976,1722,13.1,3658,17,17.1,4672,5268,181632,89408,3639,16.9,17,4682,5279,181760,89472,889,175424,44416,175616,48192,777,9786,179776,47680,TRUE,6_H6,65909,88342,11984,71,14,1001,57,1140,119,-1,-51,249,1855,20284,HSC
6_H8,AML3,AML_151044_Plate6_H8_H08_070.fcs,6447,4999,4834,4471,195,4.36,378,8.45,161152,48832,14,0.31,132,2.64,2.73,2940,1794,181568,74176,85,1.7,1.76,2777,2599,174720,70208,30,149056,36032,130304,40960,1856,10787,161664,55616,TRUE,6_H8,81820,88008,15365,9,6,1369,13,829,-51,15,0,393,1920,19859,HSC
6_H9,AML3,AML_151044_Plate6_H9_H09_071.fcs,38191,34686,34520,25754,976,3.79,109,0.42,213952,74752,8329,32.3,4293,12.4,12.4,2782,6160,169600,72448,4289,12.4,12.4,2782,6160,169536,72448,235,178304,51904,172544,52352,880,4198,184512,57472,TRUE,6_H9,56974,83256,15218,87,32,2282,6,1283,-227,64,-44,419,3024,19630,HSC
6_H10,AML3,AML_151044_Plate6_H10_H10_072.fcs,8304,3019,2914,2880,2,0.069,0,0,NA,NA,5,0.17,2,0.066,0.069,1418,1738,107328,49664,2,0.066,0.069,1418,1738,107328,49664,483,175360,52032,124608,35008,908,2986,175360,52032,TRUE,6_H10,74332,87978,15904,124,-4,1325,444,313,-55,12,-77,314,2553,19389,HSC
6_H12,AML3,AML_151044_Plate6_H12_H12_073.fcs,106,89,38,14,1,7.14,0,0,NA,NA,0,0,23,25.8,60.5,3332,8973,201152,92416,23,25.8,60.5,3332,8973,201152,92416,1,152192,37120,NA,NA,652,2641,152192,37120,TRUE,6_H12,67851,84780,11404,61,27,1509,131,1085,-78,33,-60,387,1784,18959,HSC
7_A1,AML3,AML_151044_Plate7_A1_A01_001.fcs,44,42,25,15,0,0,4,26.7,74304,52928,0,0,5,11.9,20,14516,7579,262080,262080,4,9.52,16,14516,7579,262080,262080,0,NA,NA,NA,NA,2624,13704,74304,52928,TRUE,7_A1,97078,94723,26755,105,57,1779,478,994,36,45,-47,445,873,519,HSC
