Plate_well,Sort_id,Exp,platename,Sample_id,sample_name,Depth,VAF.varscan,VAF.mutect,VAF.platypus,mean_VAF,DNMT3A,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
6_C12,6_C12,LEUK34,Plate 6 LEUK34,1732,1732,418,0.0913,NA,NA,0.0913,MUT,AML3,AML_151044_Plate6_C12_C12_026.fcs,11206,10730,10546,4091,55,1.34,7,0.17,218496,106432,1938,47.4,3698,34.5,35.1,2634,4211,190976,78720,3678,34.3,34.9,2629,4237,190656,78592,3,164928,52480,151040,61760,1249,4230,131648,54592,TRUE,70424,85866,11535,186,19,998,-13,1330,-14,32,-2,390,1346,8113,HSC
6_D2,6_D2,LEUK34,Plate 6 LEUK34,1670,1670,16,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_D2_D02_028.fcs,34420,33584,33433,15932,1874,11.8,92,0.58,239104,71232,7075,44.4,11266,33.5,33.7,4108,3279,227840,102080,11258,33.5,33.7,4099,3286,227776,102016,3,185920,46272,171392,43264,660,4406,190336,48512,TRUE,70920,88520,15830,123,-10,1176,21,644,-38,-1,-30,233,1476,10640,HSC
6_D3,6_D3,LEUK34,Plate 6 LEUK34,1676,1676,24,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_D3_D03_029.fcs,3145,3136,3125,2440,1237,50.7,481,19.7,183040,58304,34,1.39,231,7.37,7.39,2771,4057,197888,77184,200,6.38,6.4,2771,5235,196288,77376,0,159424,41216,134144,34880,903,11667,166464,45760,TRUE,84855,93924,14976,59,-4,1203,-54,458,2,60,35,347,1026,10438,HSC
6_D4,6_D4,LEUK34,Plate 6 LEUK34,1682,1682,14,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_D4_D04_030.fcs,18847,18767,18731,13059,146,1.12,14,0.11,201280,70080,9935,76.1,4305,22.9,23,3201,5180,167232,63616,4305,22.9,23,3201,5180,167232,63616,1,189312,44992,167232,38336,1152,3673,206784,64000,TRUE,78019,87975,18955,98,29,1391,8,630,-122,10,12,334,2625,10237,HSC
6_D5,6_D5,LEUK34,Plate 6 LEUK34,1688,1688,18,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_D5_D05_031.fcs,4251,4247,4219,1821,38,2.09,3,0.16,206464,62720,1347,74,1677,39.5,39.7,3176,3583,173376,67584,1676,39.5,39.7,3163,3583,173312,67520,0,160896,39424,155904,40320,992,3469,164224,46208,TRUE,69753,85965,12582,55,17,975,-12,966,-16,50,-41,286,1796,10028,HSC
6_D6,6_D6,LEUK34,Plate 6 LEUK34,1695,1695,38,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_D6_D06_032.fcs,19841,18357,18277,9803,64,0.65,6,0.061,89216,58816,2370,24.2,2782,15.2,15.2,2270,3332,186304,73920,2745,15,15,2253,3372,185280,73408,36,91968,57856,127680,43904,2707,6863,221184,168064,TRUE,70949,86009,12354,-34,-2,1725,89,879,-58,-3,-9,253,1837,9792,HSC
6_D7,6_D7,LEUK34,Plate 6 LEUK34,1701,1701,36,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_D7_D07_033.fcs,13438,12445,12367,7613,32,0.42,5,0.066,77184,51968,2915,38.3,1985,16,16.1,2424,3132,191680,80128,1909,15.3,15.4,2364,3208,189312,78272,22,77888,49408,145792,45952,1627,3795,103488,62656,TRUE,66945,83772,13491,156,48,1341,100,1194,-59,14,-51,357,2101,9586,HSC
6_D11,6_D11,LEUK34,Plate 6 LEUK34,1726,1726,36,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_D11_D11_036.fcs,17704,17653,17643,11105,8,0.072,0,0,NA,NA,6392,57.6,2528,14.3,14.3,1888,3400,176768,58752,2528,14.3,14.3,1888,3400,176768,58752,0,160256,37248,173120,39488,1040,3214,166656,43200,TRUE,66611,85535,14199,95,9,937,116,2660,5,7,21,345,1825,8606,HSC
6_D12,6_D12,LEUK34,Plate 6 LEUK34,1733,1733,136,0.1791,NA,0.096153846,0.137626923,MUT,AML3,AML_151044_Plate6_D12_D12_037.fcs,33028,32861,32764,22940,12723,55.5,6581,28.7,173440,42752,1978,8.62,7885,24,24.1,4435,4453,168704,72576,7602,23.1,23.2,4528,4623,168576,73344,0,175424,36608,167872,40192,890,15847,174656,38656,TRUE,73743,87652,12906,70,47,1104,207,1707,-83,26,31,347,2243,8351,HSC
6_E1,6_E1,LEUK34,Plate 6 LEUK34,1666,1666,36,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_E1_E01_038.fcs,2776,2720,2715,1326,33,2.49,4,0.3,151232,32064,1261,95.1,12,0.44,0.44,1544,5462,247168,87424,11,0.4,0.41,1544,9074,247168,87424,0,167040,46592,183104,42304,826,3206,171072,54848,TRUE,65708,86053,12041,63,-9,1283,-55,1534,-83,19,-116,498,1665,11037,HSC
6_E2,6_E2,LEUK34,Plate 6 LEUK34,1671,1671,38,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_E2_E02_039.fcs,21515,21295,21003,14628,1651,11.3,228,1.56,212672,59840,6485,44.3,4720,22.2,22.5,3886,4024,170688,71040,4714,22.1,22.4,3886,4024,170624,70976,2,177792,39808,168512,39936,866,5198,183360,44544,TRUE,75378,87490,10944,36,38,1361,178,539,32,30,34,392,1546,11241,HSC
6_E3,6_E3,LEUK34,Plate 6 LEUK34,1677,1677,20,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_E3_E03_040.fcs,15959,15825,15643,8694,623,7.17,32,0.37,217152,67520,6648,76.5,5414,34.2,34.6,3808,3234,206144,83136,5412,34.2,34.6,3808,3234,206144,83136,2,180352,40256,170624,37376,774,4031,187136,43712,TRUE,73148,86367,13967,95,37,1433,33,691,-74,24,-21,412,2243,11470,HSC
6_E5,6_E5,LEUK34,Plate 6 LEUK34,1689,1689,22,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_E5_E05_041.fcs,52533,51639,51590,33892,15,0.044,0,0,NA,NA,12507,36.9,6893,13.3,13.4,1953,3511,185152,65408,6892,13.3,13.4,1953,3511,185152,65408,1,187904,49088,168448,37760,2534,6070,105792,61184,TRUE,57479,82284,11370,123,23,1332,65,784,-50,7,-9,407,2123,11932,HSC
6_E7,6_E7,LEUK34,Plate 6 LEUK34,1702,1702,122,0.1311,NA,NA,0.1311,MUT,AML3,AML_151044_Plate6_E7_E07_043.fcs,1309,840,805,633,0,0,0,0,NA,NA,12,1.9,153,18.2,19,5169,5713,184704,79104,153,18.2,19,5169,5713,184704,79104,34,NA,NA,168128,33280,1849,4497,49344,38592,TRUE,75050,87572,19917,-10,12,1651,57,279,-10,10,-71,196,1762,12373,HSC
6_F1,6_F1,LEUK34,Plate 6 LEUK34,1667,1667,42,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_F1_F01_049.fcs,952,951,946,890,7,0.79,0,0,NA,NA,150,16.9,5,0.53,0.53,1570,3967,234688,64192,5,0.53,0.53,1570,3967,234688,64192,0,185472,48256,169024,39232,956,2994,178816,48448,TRUE,61516,82847,10600,110,14,1311,-49,1323,-40,43,-44,376,1484,16006,HSC
6_F2,6_F2,LEUK34,Plate 6 LEUK34,1672,1672,94,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_F2_F02_050.fcs,2065,2058,2028,376,1,0.27,0,0,NA,NA,129,34.3,1474,71.6,72.7,4852,5393,195136,78656,1473,71.6,72.6,4852,5393,195136,78656,0,153216,33024,152448,43136,2854,6592,87680,51520,TRUE,74302,86265,17072,64,6,1298,-13,744,15,36,42,298,2234,15789,HSC
6_F3,6_F3,LEUK34,Plate 6 LEUK34,1678,1678,68,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_F3_F03_051.fcs,7420,7343,7341,3791,159,4.19,11,0.29,230208,55744,3435,90.6,2277,31,31,2963,3619,174016,63040,2276,31,31,2963,3619,173952,63040,0,187456,43200,174400,40320,769,3376,196416,45760,TRUE,74847,87206,14543,88,32,991,146,1292,-108,37,19,353,1676,15550,HSC
6_F4,6_F4,LEUK34,Plate 6 LEUK34,1683,1683,88,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_F4_F04_052.fcs,22039,21757,21746,12310,3029,24.6,135,1.1,234048,64192,8366,68,6954,32,32,5050,2739,206400,83648,6943,31.9,31.9,5050,2744,206336,83648,1,186176,39744,175360,38784,677,5377,188672,40896,TRUE,68782,86466,17020,91,26,1791,106,433,57,27,-7,413,2328,15300,HSC
6_F5,6_F5,LEUK34,Plate 6 LEUK34,1690,1690,80,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_F5_F05_053.fcs,14513,10486,10443,7477,4987,66.7,676,9.04,182592,47232,582,7.78,1792,17.1,17.2,5862,4211,237888,112704,1759,16.8,16.8,5938,4272,238272,113408,316,172672,36416,169536,38784,700,11569,173568,37440,TRUE,75745,88891,16237,15,11,1452,-64,274,-162,35,-62,300,2114,15094,HSC
6_F11,6_F11,LEUK34,Plate 6 LEUK34,1728,1728,52,NA,NA,0.095238095,0.095238095,MUT,AML3,AML_151044_Plate6_F11_F11_058.fcs,32609,8532,8290,8082,3,0.037,9,0.11,262080,226240,10,0.12,18,0.21,0.22,4500,1791,262080,262080,13,0.15,0.16,5039,2766,262080,262080,1067,262080,175424,123968,33856,2168,5144,232704,150016,TRUE,79958,88897,15327,16,3,1408,-42,286,-91,19,26,294,1227,13817,HSC
6_G8,6_G8,LEUK34,Plate 6 LEUK34,1709,1709,14,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_G8_G08_063.fcs,15996,15872,15586,9741,111,1.14,64,0.66,207296,52352,1173,12,4133,26,26.5,5125,3455,232256,103296,4128,26,26.5,5114,3455,232128,103232,1,176320,37056,173568,42048,1287,5130,188096,47808,TRUE,73050,87434,11386,-31,14,1581,571,788,-123,3,-8,331,2515,17819,HSC
6_G11,6_G11,LEUK34,Plate 6 LEUK34,1729,1729,68,NA,NA,0.09375,0.09375,MUT,AML3,AML_151044_Plate6_G11_G11_066.fcs,653,650,570,236,0,0,4,1.69,56320,32960,0,0,315,48.5,55.3,9685,11325,262080,151552,313,48.2,54.9,9707,11325,262080,151552,0,NA,NA,NA,NA,2168,7834,60096,43776,TRUE,61152,83086,10413,-39,15,854,203,745,-39,18,-22,199,808,18488,HSC
6_H5,6_H5,LEUK34,Plate 6 LEUK34,1691,1691,66,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_H5_H05_068.fcs,17794,17754,16725,10513,6548,62.3,1924,18.3,196288,50496,1035,9.84,4936,27.8,29.5,5676,3785,232448,113600,4866,27.4,29.1,5713,3886,233088,113920,0,175552,36032,167936,41856,840,15622,178816,38848,TRUE,69253,85636,14807,211,13,1006,86,919,-36,-5,45,405,1644,20487,HSC
6_H6,6_H6,LEUK34,Plate 6 LEUK34,1698,1698,20,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_H6_H06_069.fcs,37615,21555,21427,13183,4109,31.2,758,5.75,200128,62976,1722,13.1,3658,17,17.1,4672,5268,181632,89408,3639,16.9,17,4682,5279,181760,89472,889,175424,44416,175616,48192,777,9786,179776,47680,TRUE,65909,88342,11984,71,14,1001,57,1140,119,-1,-51,249,1855,20284,HSC
6_H8,6_H8,LEUK34,Plate 6 LEUK34,1710,1710,40,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_H8_H08_070.fcs,6447,4999,4834,4471,195,4.36,378,8.45,161152,48832,14,0.31,132,2.64,2.73,2940,1794,181568,74176,85,1.7,1.76,2777,2599,174720,70208,30,149056,36032,130304,40960,1856,10787,161664,55616,TRUE,81820,88008,15365,9,6,1369,13,829,-51,15,0,393,1920,19859,HSC
6_H10,6_H10,LEUK34,Plate 6 LEUK34,1723,1723,24,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_H10_H10_072.fcs,8304,3019,2914,2880,2,0.069,0,0,NA,NA,5,0.17,2,0.066,0.069,1418,1738,107328,49664,2,0.066,0.069,1418,1738,107328,49664,483,175360,52032,124608,35008,908,2986,175360,52032,TRUE,74332,87978,15904,124,-4,1325,444,313,-55,12,-77,314,2553,19389,HSC
6_H12,6_H12,LEUK34,Plate 6 LEUK34,1735,1735,33,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_H12_H12_073.fcs,106,89,38,14,1,7.14,0,0,NA,NA,0,0,23,25.8,60.5,3332,8973,201152,92416,23,25.8,60.5,3332,8973,201152,92416,1,152192,37120,NA,NA,652,2641,152192,37120,TRUE,67851,84780,11404,61,27,1509,131,1085,-78,33,-60,387,1784,18959,HSC
7_A1,7_A1,LEUK34,Plate 7 LEUK34,1806,1806,108,0.1636,NA,NA,0.1636,MUT,AML3,AML_151044_Plate7_A1_A01_001.fcs,44,42,25,15,0,0,4,26.7,74304,52928,0,0,5,11.9,20,14516,7579,262080,262080,4,9.52,16,14516,7579,262080,262080,0,NA,NA,NA,NA,2624,13704,74304,52928,TRUE,97078,94723,26755,105,57,1779,478,994,36,45,-47,445,873,519,HSC
7_A3,7_A3,LEUK34,Plate 7 LEUK34,1814,1814,18,NA,NA,NA,0,WT,AML3,AML_151044_Plate7_A3_A03_002.fcs,8364,750,674,630,0,0,1,0.16,262080,223552,2,0.32,3,0.4,0.45,5279,1440,262080,262080,1,0.13,0.15,4566,1440,262080,262080,1244,NA,NA,48128,20224,1570,7771,203392,170816,TRUE,74504,88312,13816,84,15,1302,-9,745,-82,35,-71,386,2363,919,HSC
7_A4,7_A4,LEUK34,Plate 7 LEUK34,1819,1819,90,NA,NA,NA,0,WT,AML3,AML_151044_Plate7_A4_A04_003.fcs,16259,16176,16172,6881,660,9.59,36,0.52,237184,66240,5531,80.4,6743,41.7,41.7,3902,2665,189184,76480,6741,41.7,41.7,3902,2665,189184,76480,3,195584,45696,177216,41600,730,4041,200256,48384,TRUE,70346,83918,17184,-10,24,1154,238,763,-10,10,12,339,1477,1172,HSC
7_A6,7_A6,LEUK34,Plate 7 LEUK34,1830,1830,168,0.1429,NA,NA,0.1429,MUT,AML3,AML_151044_Plate7_A6_A06_004.fcs,31673,31359,31116,22206,13,0.059,4,0.018,54144,37696,2400,10.8,4712,15,15.1,2048,3366,188032,72960,4710,15,15.1,2048,3366,188032,72896,7,185664,47680,169728,41216,2387,5927,79872,52096,TRUE,55590,83564,12892,197,22,823,4,1890,-19,4,-19,280,1490,1636,HSC
7_A7,7_A7,LEUK34,Plate 7 LEUK34,1835,1835,171,0.119,NA,NA,0.119,MUT,AML3,AML_151044_Plate7_A7_A07_005.fcs,5836,5800,5758,4975,5,0.1,0,0,NA,NA,81,1.63,430,7.41,7.47,5082,6531,220288,83968,424,7.31,7.36,4913,6588,218496,83456,1,76224,45952,152128,44032,2438,5682,92352,62144,TRUE,69647,85530,13025,143,4,981,-53,654,17,36,18,254,1906,1826,HSC
7_A8,7_A8,LEUK34,Plate 7 LEUK34,1841,1841,230,0.0811,NA,NA,0.0811,MUT,AML3,AML_151044_Plate7_A8_A08_006.fcs,12172,12075,12038,6844,3,0.044,0,0,NA,NA,4279,62.5,2106,17.4,17.5,1867,4133,170816,53504,2106,17.4,17.5,1867,4133,170816,53504,0,151104,38016,166592,38656,1906,3426,77504,47616,TRUE,74453,86448,14516,150,13,1352,93,1306,-83,2,-80,343,2339,2082,HSC
7_A9,7_A9,LEUK34,Plate 7 LEUK34,1849,1849,134,NA,NA,NA,0,WT,AML3,AML_151044_Plate7_A9_A09_007.fcs,2921,2886,2876,1663,2,0.12,1,0.06,153088,60608,678,40.8,523,18.1,18.2,2029,3663,183936,64128,522,18.1,18.2,2029,3663,183808,64064,0,142848,45504,166784,37248,1913,3804,71872,45120,TRUE,70875,83684,13691,164,38,1362,134,518,-129,28,-44,410,2235,2278,HSC
7_A10,7_A10,LEUK34,Plate 7 LEUK34,1856,1856,241,0.0917,NA,0.06097561,0.076337805,MUT,AML3,AML_151044_Plate7_A10_A10_008.fcs,11134,10577,10444,6052,473,7.82,22,0.36,196608,79232,3649,60.3,2532,23.9,24.2,3671,3246,244608,119232,2527,23.9,24.2,3663,3259,244416,119168,4,171456,62400,154112,65088,810,4361,176896,67648,TRUE,75601,86775,14267,96,41,1117,105,1682,105,46,-52,308,2284,2531,HSC
7_A11,7_A11,LEUK34,Plate 7 LEUK34,1861,1861,394,0.0867,NA,0.052287582,0.069493791,MUT,AML3,AML_151044_Plate7_A11_A11_009.fcs,20863,20701,20628,14010,35,0.25,9,0.064,74240,52480,5081,36.3,3063,14.8,14.8,2292,2854,181120,69952,3062,14.8,14.8,2292,2854,181056,69952,0,93248,50304,154560,45312,1582,4252,89408,56832,TRUE,74859,86428,12188,119,17,990,-9,855,-54,30,16,317,1943,2754,HSC
7_A12,7_A12,LEUK34,Plate 7 LEUK34,1868,1868,141,0.1143,NA,NA,0.1143,MUT,AML3,AML_151044_Plate7_A12_A12_010.fcs,13028,12895,12283,6472,545,8.42,189,2.92,205888,61376,1931,29.8,4273,33.1,34.8,3266,3476,214784,93824,4266,33.1,34.7,3259,3476,214656,93760,0,168832,44224,168640,48896,976,7461,176064,49024,TRUE,67430,86028,13436,212,24,1015,6,704,-38,64,-96,309,2247,2957,HSC
7_B2,7_B2,LEUK34,Plate 7 LEUK34,1809,1809,394,0.0761,NA,NA,0.0761,MUT,AML3,AML_151044_Plate7_B2_B02_012.fcs,52756,51953,51878,35239,48,0.14,2,0.00568,87040,53696,10792,30.6,6853,13.2,13.2,1994,4528,166208,56000,6853,13.2,13.2,1994,4528,166208,56000,0,149120,52544,165952,38208,2219,5025,96064,57984,TRUE,68248,85258,15056,115,11,921,295,2809,43,41,-53,327,1549,5388,HSC
7_B4,7_B4,LEUK34,Plate 7 LEUK34,1820,1820,26,NA,NA,NA,0,WT,AML3,AML_151044_Plate7_B4_B04_013.fcs,2523,2483,2424,918,1,0.11,0,0,NA,NA,207,22.5,1367,55.1,56.4,7269,8244,219008,100096,1366,55,56.4,7253,8244,218880,100096,0,45888,38976,155008,42176,2905,6918,72704,48960,TRUE,57497,85343,21521,11,39,1880,865,1258,-91,30,-90,386,2694,4981,HSC
7_B6,7_B6,LEUK34,Plate 7 LEUK34,1831,1831,416,0.0918,NA,NA,0.0918,MUT,AML3,AML_151044_Plate7_B6_B06_014.fcs,11167,11100,11053,7574,1531,20.2,135,1.78,213312,64896,1922,25.4,2833,25.5,25.6,3894,5664,169920,69824,2829,25.5,25.6,3886,5652,169920,69824,6,173504,40448,169472,41536,740,6054,178624,43200,TRUE,75019,87997,21921,110,52,1543,275,1686,-44,24,-94,397,2416,4587,HSC
7_B8,7_B8,LEUK34,Plate 7 LEUK34,1842,1842,447,0.1126,NA,NA,0.1126,MUT,AML3,AML_151044_Plate7_B8_B08_015.fcs,3632,868,828,812,2,0.25,2,0.25,187840,147328,4,0.49,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,404,145472,38464,127872,27264,673,5462,186560,42560,TRUE,75205,87756,15528,33,24,1264,47,437,-147,5,27,321,1334,4116,HSC
7_B9,7_B9,LEUK34,Plate 7 LEUK34,1850,1850,213,NA,NA,NA,0,WT,AML3,AML_151044_Plate7_B9_B09_016.fcs,56035,52944,52899,29494,33,0.11,0,0,NA,NA,9182,31.1,11133,21,21,2599,3863,185920,73344,11130,21,21,2599,3863,185920,73344,0,91520,55744,166272,42496,2136,4674,100864,62464,TRUE,68839,85145,15427,345,23,1190,111,3970,66,-4,-184,364,2490,3923,HSC
7_B10,7_B10,LEUK34,Plate 7 LEUK34,1857,1857,911,0.0852,NA,NA,0.0852,MUT,AML3,AML_151044_Plate7_B10_B10_017.fcs,36142,34893,34774,21195,1126,5.31,159,0.75,228928,65216,9073,42.8,7156,20.5,20.6,2987,2650,212160,90624,7153,20.5,20.6,2981,2650,212160,90624,1,185984,45568,156608,44160,895,4241,197184,51200,TRUE,75594,87319,15699,120,4,1069,389,1833,-58,5,-32,281,1000,3679,HSC
7_B11,7_B11,LEUK34,Plate 7 LEUK34,1862,1862,883,0.0982,NA,NA,0.0982,MUT,AML3,AML_151044_Plate7_B11_B11_018.fcs,4676,4566,4554,3984,3,0.075,1,0.025,202624,80832,2745,68.9,10,0.22,0.22,1621,3504,258624,88320,10,0.22,0.22,1621,3504,258624,88320,0,153472,34688,178944,39872,1421,3376,176576,58176,TRUE,67901,94390,13219,-25,-11,1519,297,1311,-102,10,-18,383,1897,3418,HSC
7_B12,7_B12,LEUK34,Plate 7 LEUK34,1869,1869,1146,0.1019,NA,NA,0.1019,MUT,AML3,AML_151044_Plate7_B12_B12_019.fcs,12950,11814,11671,5077,358,7.05,34,0.67,222912,79872,2608,51.4,4735,40.1,40.6,3427,4518,225472,99456,4682,39.6,40.1,3400,4566,224640,98752,8,187392,56128,161408,62400,803,5198,189312,58368,TRUE,68452,85527,16240,142,7,985,83,969,-45,26,-28,334,1659,3174,HSC
7_C3,7_C3,LEUK34,Plate 7 LEUK34,1815,1815,62,NA,NA,NA,0,WT,AML3,AML_151044_Plate7_C3_C03_020.fcs,45731,42486,42300,25986,184,0.71,6,0.023,66496,44224,7078,27.2,6965,16.4,16.5,2396,3641,181568,70400,6951,16.4,16.4,2396,3641,181440,70336,14,84416,52544,131072,41408,1181,3664,93376,59008,TRUE,72144,86504,15283,165,-5,1214,812,1557,36,9,-47,409,2297,6240,HSC
7_C5,7_C5,LEUK34,Plate 7 LEUK34,1824,1824,396,0.0867,NA,NA,0.0867,MUT,AML3,AML_151044_Plate7_C5_C05_021.fcs,5598,5583,5572,3470,15,0.43,0,0,NA,NA,3373,97.2,415,7.43,7.45,1874,4986,167936,49856,415,7.43,7.45,1874,4986,167936,49856,0,107200,57088,164416,35520,1004,2757,182016,58560,TRUE,65284,86516,21066,183,20,1408,82,1526,-49,22,-88,326,2082,6658,HSC
7_C6,7_C6,LEUK34,Plate 7 LEUK34,1832,1832,1460,0.0667,NA,NA,0.0667,MUT,AML3,AML_151044_Plate7_C6_C06_022.fcs,5504,5484,5458,3312,30,0.91,3,0.091,232704,79424,2106,63.6,1478,27,27.1,3863,5103,197952,82880,1478,27,27.1,3863,5103,197952,82880,0,154816,39616,156480,39488,1588,3521,104704,41216,TRUE,81195,90335,14791,135,10,939,214,645,129,5,-66,372,2172,6866,HSC
7_C7,7_C7,LEUK34,Plate 7 LEUK34,1836,1836,345,0.1047,NA,NA,0.1047,MUT,AML3,AML_151044_Plate7_C7_C07_023.fcs,8450,8359,8287,5847,6,0.1,0,0,NA,NA,393,6.72,1613,19.3,19.5,3312,4416,199360,80448,1612,19.3,19.5,3305,4416,199296,80384,1,98560,52608,168000,39616,2799,8296,91520,56256,TRUE,69742,91605,12325,23,14,1396,75,520,-80,17,-45,217,1659,7101,HSC
7_C8,7_C8,LEUK34,Plate 7 LEUK34,1843,1843,159,0.1154,NA,NA,0.1154,MUT,AML3,AML_151044_Plate7_C8_C08_024.fcs,780,731,717,647,0,0,0,0,NA,NA,173,26.7,4,0.55,0.56,1475,4125,179840,68480,4,0.55,0.56,1475,4125,179840,68480,0,NA,NA,175040,40832,1270,2744,197568,65856,TRUE,69508,83821,11371,63,17,1099,-75,1837,-127,-2,-8,341,1497,7314,HSC
7_D2,7_D2,LEUK34,Plate 7 LEUK34,1810,1810,393,0.1071,NA,NA,0.1071,MUT,AML3,AML_151044_Plate7_D2_D02_028.fcs,7373,7323,7235,3695,19,0.51,5,0.14,208640,49024,315,8.53,2706,37,37.4,6080,4352,251136,116480,2697,36.8,37.3,6041,4361,251072,116352,0,149888,33792,173248,43904,1888,4710,162688,56704,TRUE,49617,84534,12004,98,36,1308,213,1131,11,44,-67,283,1627,10681,HSC
7_D3,7_D3,LEUK34,Plate 7 LEUK34,1816,1816,343,0.1111,NA,NA,0.1111,MUT,AML3,AML_151044_Plate7_D3_D03_029.fcs,38102,37519,37489,27960,21964,78.6,2076,7.42,232512,71424,2006,7.17,5952,15.9,15.9,5347,2461,225856,109824,5876,15.7,15.7,5347,2476,225408,109696,2,179456,45696,164928,44160,639,15578,182784,47552,TRUE,70708,86479,13055,-4,30,1151,-18,413,-32,14,92,313,1385,10479,HSC
7_D4,7_D4,LEUK34,Plate 7 LEUK34,1821,1821,350,0.0988,NA,NA,0.0988,MUT,AML3,AML_151044_Plate7_D4_D04_030.fcs,17589,17468,17419,14065,7,0.05,0,0,NA,NA,130,0.92,1336,7.65,7.67,1913,5799,183040,59328,1334,7.64,7.66,1910,5812,182976,59264,4,186624,47808,154176,40320,2723,6808,101696,55936,TRUE,72082,86978,12152,94,-3,751,-3,1187,-50,20,-65,381,841,10249,HSC
7_D5,7_D5,LEUK34,Plate 7 LEUK34,1825,1825,106,NA,NA,NA,0,WT,AML3,AML_151044_Plate7_D5_D05_031.fcs,24517,24412,24355,15135,19,0.13,2,0.013,51008,27776,1812,12,5744,23.5,23.6,2424,3855,195840,72320,5744,23.5,23.6,2424,3855,195840,72320,0,117824,62208,162816,41728,2359,5942,88064,58176,TRUE,68049,84763,13469,40,16,951,47,1279,-49,17,-46,275,1758,10013,HSC
7_D7,7_D7,LEUK34,Plate 7 LEUK34,1837,1837,3179,0.1053,NA,NA,0.1053,MUT,AML3,AML_151044_Plate7_D7_D07_032.fcs,28497,28094,27975,15164,4207,27.7,614,4.05,236480,64512,7338,48.4,9953,35.4,35.6,5750,3325,235904,105600,9933,35.4,35.5,5750,3332,235584,105472,0,186240,43200,182976,43136,798,6350,192768,46400,TRUE,60945,81740,11497,149,21,1262,-3,955,-147,39,-21,342,2127,9541,HSC
7_D8,7_D8,LEUK34,Plate 7 LEUK34,1844,1844,296,0.102,NA,0.06,0.081,MUT,AML3,AML_151044_Plate7_D8_D08_033.fcs,13571,13477,13470,10227,6,0.059,0,0,NA,NA,2688,26.3,1338,9.93,9.93,2052,3497,188544,61632,1337,9.92,9.93,2052,3497,188544,61632,0,164480,43264,178368,42688,1285,4155,164480,57728,TRUE,74106,89047,11861,156,18,1040,6,521,-92,27,-7,327,1671,9324,HSC
7_D9,7_D9,LEUK34,Plate 7 LEUK34,1852,1852,1029,0.0923,NA,NA,0.0923,MUT,AML3,AML_151044_Plate7_D9_D09_034.fcs,58746,57982,57815,41541,3193,7.69,278,0.67,232768,71616,21264,51.2,9993,17.2,17.3,2734,3590,169536,68672,9987,17.2,17.3,2734,3590,169536,68672,13,185280,44992,183872,44480,796,4219,192704,49984,TRUE,65022,83215,14912,64,15,1351,63,573,-131,45,-34,310,1843,9108,HSC
7_D10,7_D10,LEUK34,Plate 7 LEUK34,1859,1859,932,0.1006,NA,NA,0.1006,MUT,AML3,AML_151044_Plate7_D10_D10_035.fcs,18430,18180,18084,15222,5482,36,825,5.42,220800,65024,2758,18.1,1095,6.02,6.06,2524,3708,163072,69056,1086,5.97,6.01,2524,3731,162816,68928,10,177792,42368,169152,40832,855,6250,185920,46912,TRUE,69120,85585,15147,131,25,1359,-75,833,-95,14,-15,452,1834,8879,HSC
